exercise_name,session_exercises,user_text,event_type,severity
Dumbbell Fly,Overhead Press; Bench Press; Dumbbell Fly; Leg Extension; Hamstring Curl; Face Pull; Lateral Raise; Squat,"Also, dumbbell fly and face pull were brutal and I couldn't finish all reps.",too_heavy,high
Triceps Pushdown,Bench Press; Triceps Pushdown; Deadlift; Hip Thrust; Lunge; Hamstring Curl; Overhead Press,tricep pushdown and bench felt easy.,too_light,medium
Incline Bench Press,Calf Raise; Lunge; Incline Bench Press; Face Pull; Deadlift; Romanian Deadlift,lunge and incline bench were too heavy.,too_heavy,medium
Romanian Deadlift,Hip Thrust; Squat; Bench Press; Lat Pulldown; Pull-Up; Romanian Deadlift; Dumbbell Curl,"Felt good today, no issues.",none,na
Hip Thrust,Overhead Press; Calf Raise; Hip Thrust; Squat; Leg Press; Dumbbell Fly,"Also, leg press failed last set.",none,na
Hamstring Curl,Dumbbell Curl; Romanian Deadlift; Calf Raise; Deadlift; Lunge; Leg Press; Hip Thrust; Hamstring Curl,calves absolutely brutal and I missed reps!,none,na
Incline Bench Press,Triceps Pushdown; Face Pull; Dumbbell Fly; Deadlift; Lat Pulldown; Bench Press; Incline Bench Press; Calf Raise,benchpress could go heavier!,none,na
Barbell Row,Leg Press; Dumbbell Curl; Deadlift; Hip Thrust; Barbell Row,hip thrust had felt tight in my wrist.,none,na
Barbell Row,Triceps Pushdown; Lunge; Calf Raise; Bench Press; Incline Bench Press; Barbell Row,ran out of time so I cut rope pushdown. Overall ok.,none,na
Leg Press,Leg Press; Incline Bench Press; Dumbbell Curl; Overhead Press; Lunge; Lateral Raise; Triceps Pushdown; Hip Thrust,shoulder press and lateral raise felt light! leg press had to stop early and I failed the last rep!,too_heavy,high
Leg Extension,Leg Extension; Hamstring Curl; Face Pull; Triceps Pushdown; Dumbbell Curl; Lunge; Incline Bench Press; Overhead Press,lunge smoked me and I failed the last rep!,none,na
Lunge,Dumbbell Curl; Hip Thrust; Incline Bench Press; Calf Raise; Lunge; Overhead Press; Lat Pulldown; Squat,bad sleep today.,none,na
Pull-Up,Pull-Up; Overhead Press; Lat Pulldown; Dumbbell Fly; Bench Press,pull-up had tweak in my ankle. lat pull-down had tweak in my knee! Need more rest.,pain,low
Dumbbell Curl,Lateral Raise; Face Pull; Dumbbell Fly; Hip Thrust; Squat; Dumbbell Curl; Lunge,BTW fly was too light. bsq could go heavier could increase load! Will adjust next time.,none,na
Calf Raise,Leg Press; Calf Raise; Hip Thrust; Face Pull; Bench Press,calf raise felt easy could increase load. glute bridge was too light. press couldnt finish. Overall ok.,too_light,medium
Romanian Deadlift,Hip Thrust; Lateral Raise; Romanian Deadlift; Calf Raise; Hamstring Curl,time crunch so I cut hip thrust.,none,na
Deadlift,Pull-Up; Deadlift; Lateral Raise; Bench Press; Leg Press,time crunch so I cut dl!,time,low
Overhead Press,Bench Press; Squat; Overhead Press; Lateral Raise; Face Pull; Triceps Pushdown,Everything went fine. ngl,none,na
Lunge,Lateral Raise; Lunge; Incline Bench Press; Pull-Up; Dumbbell Curl,not recovered today!,none,na
Triceps Pushdown,Pull-Up; Triceps Pushdown; Overhead Press; Romanian Deadlift; Hip Thrust,bad sleep today!,none,na
Squat,Triceps Pushdown; Barbell Row; Dumbbell Curl; Squat; Lunge; Romanian Deadlift,Everything went fine.,none,na
Deadlift,Barbell Row; Deadlift; Hamstring Curl; Overhead Press; Leg Press; Lateral Raise; Face Pull,row too easy could increase load.,none,na
Leg Press,Lateral Raise; Incline Bench Press; Romanian Deadlift; Squat; Leg Press,lateral raise too easy could increase load! not recovered today. Need more rest.,none,na
Romanian Deadlift,Leg Press; Hip Thrust; Dumbbell Fly; Romanian Deadlift; Dumbbell Curl; Face Pull,"Also, dumbbell fly had to stop early. on romanian deadlift my technique felt off. couldn't get a bench so I couldn't do hip thrust.",form,medium
Pull-Up,Lateral Raise; Pull-Up; Hamstring Curl; Hip Thrust; Leg Press; Triceps Pushdown; Face Pull,stressful day today.,none,na
Lunge,Lateral Raise; Squat; Lunge; Overhead Press; Hip Thrust,on side raise my back rounded. lunge felt super heavy and I failed the last rep.,too_heavy,medium
Hip Thrust,Calf Raise; Lateral Raise; Lunge; Romanian Deadlift; Dumbbell Fly; Hip Thrust,BTW dumbbell fly smoked me!,none,na
Romanian Deadlift,Deadlift; Bench Press; Hip Thrust; Calf Raise; Lat Pulldown; Lunge; Dumbbell Fly; Romanian Deadlift,glute bridge was too heavy and I missed reps. db fly couldn't finish! Will adjust next time.,none,na
Face Pull,Dumbbell Curl; Overhead Press; Barbell Row; Lat Pulldown; Hamstring Curl; Face Pull; Calf Raise,on db curl my form broke down. ran out of time so I cut barbell row.,none,na
Dumbbell Curl,Overhead Press; Deadlift; Pull-Up; Dumbbell Curl; Lat Pulldown; Leg Press; Hamstring Curl,db curl failed last set!,too_heavy,medium
Overhead Press,Incline Bench Press; Overhead Press; Lateral Raise; Romanian Deadlift; Dumbbell Fly; Squat; Leg Press,fly missed reps!,none,na
Overhead Press,Face Pull; Calf Raise; Lunge; Overhead Press; Hamstring Curl; Deadlift; Hip Thrust; Lat Pulldown,gym was packed so I couldn't do hip thrust. split sqaut felt easy. Overall ok.,none,na
Face Pull,Face Pull; Dumbbell Curl; Deadlift; Triceps Pushdown; Lunge; Lat Pulldown; Leg Extension; Barbell Row,row too easy could increase load. stressful day today. lunge felt super heavy.,none,na
Bench Press,Lunge; Bench Press; Leg Press; Incline Bench Press; Deadlift; Lateral Raise; Romanian Deadlift; Pull-Up,benchpress had pain in my lower back!,pain,medium
Barbell Row,Leg Press; Barbell Row; Calf Raise; Triceps Pushdown; Hamstring Curl; Lunge; Pull-Up; Face Pull,Solid session.,none,na
Lunge,Dumbbell Curl; Leg Press; Lunge; Squat; Overhead Press; Triceps Pushdown; Face Pull; Hip Thrust,Note: on squat my back rounded! felt gassed today. ngl,none,na
Triceps Pushdown,Bench Press; Calf Raise; Hip Thrust; Hamstring Curl; Triceps Pushdown; Incline Bench Press; Deadlift; Face Pull,deadlift felt super heavy and I failed the last rep. glute bridge had pain in my shoulder. flat bench smoked me and I missed reps.,none,na
Deadlift,Deadlift; Hamstring Curl; Pull-Up; Barbell Row; Dumbbell Curl; Face Pull; Hip Thrust,time crunch so I cut dumbbell curl.,none,na
Dumbbell Curl,Lunge; Calf Raise; Dumbbell Curl; Leg Press; Lateral Raise; Hip Thrust; Deadlift,Everything went fine.,none,na
Dumbbell Fly,Lunge; Dumbbell Fly; Leg Press; Incline Bench Press; Lateral Raise; Overhead Press; Leg Extension; Deadlift,Everything went fine.,none,na
Hip Thrust,Lateral Raise; Leg Press; Bench Press; Hamstring Curl; Dumbbell Fly; Hip Thrust; Face Pull; Romanian Deadlift,Note: hamstring curl and side raise were super heavy.,none,na
Deadlift,Barbell Row; Squat; Romanian Deadlift; Face Pull; Deadlift; Leg Extension; Overhead Press,Solid session.,none,na
Romanian Deadlift,Leg Extension; Romanian Deadlift; Lateral Raise; Lat Pulldown; Barbell Row; Triceps Pushdown; Overhead Press; Squat,no cables available so I couldn't do rdl. tricep pushdown smoked me.,equipment,high
Barbell Row,Dumbbell Fly; Barbell Row; Face Pull; Overhead Press; Leg Press; Lateral Raise,leg press felt like warmup next time add weight. barbell row failed last set! ran out of time so I cut ohp!,too_heavy,medium
Overhead Press,Triceps Pushdown; Bench Press; Leg Extension; Lateral Raise; Hamstring Curl; Overhead Press,short on time so I cut side raise. tbh,none,na
Dumbbell Fly,Face Pull; Bench Press; Hamstring Curl; Overhead Press; Lateral Raise; Hip Thrust; Dumbbell Fly,face pull and bp were too heavy and I couldn't finish all reps.,none,na
Triceps Pushdown,Barbell Row; Calf Raise; Incline Bench Press; Deadlift; Lunge; Pull-Up; Triceps Pushdown; Overhead Press,military press smoked me and I failed the last rep! couldnt get a bench so I couldnt do tricep pushdown. Overall ok.,equipment,low
Dumbbell Curl,Hip Thrust; Barbell Row; Triceps Pushdown; Dumbbell Curl; Lat Pulldown; Deadlift; Dumbbell Fly; Lateral Raise,fly was too heavy and I missed reps. dumbbell curl had to stop early and I failed the last rep.,too_heavy,medium
Dumbbell Curl,Lat Pulldown; Dumbbell Curl; Face Pull; Calf Raise; Triceps Pushdown; Dumbbell Fly,"lat pull-down, biceps curl, and face pull felt too easy could add weight next time.",too_light,medium
Hamstring Curl,Hamstring Curl; Dumbbell Fly; Leg Extension; Incline Bench Press; Leg Press; Deadlift; Squat; Face Pull,rack was occupied so I couldn't do incline press. Need more rest.,none,na
Overhead Press,Dumbbell Curl; Squat; Face Pull; Leg Press; Leg Extension; Overhead Press; Deadlift; Calf Raise,on pull my lost tightness. on press my back rounded.,none,na
Leg Extension,Leg Extension; Leg Press; Hamstring Curl; Dumbbell Fly; Barbell Row,press had 4 reps in reserve next time add weight.,none,na
Leg Press,Overhead Press; Deadlift; Pull-Up; Dumbbell Curl; Lat Pulldown; Leg Press; Hamstring Curl,db curl failed last set!,none,na
Face Pull,Calf Raise; Leg Press; Overhead Press; Face Pull; Deadlift,on leg press my back rounded.,none,na
Dumbbell Fly,Dumbbell Fly; Pull-Up; Deadlift; Hamstring Curl; Dumbbell Curl; Leg Press,All good.,none,na
Deadlift,Dumbbell Fly; Romanian Deadlift; Lunge; Bench Press; Deadlift; Squat,dl felt like warmup.,too_light,low
Dumbbell Curl,Overhead Press; Barbell Row; Lunge; Triceps Pushdown; Hip Thrust; Leg Extension; Pull-Up; Dumbbell Curl,hip thrust could go heavier next time add weight! Will adjust next time.,none,na
Hamstring Curl,Barbell Row; Hamstring Curl; Face Pull; Leg Extension; Dumbbell Curl,leg extension felt super heavy!,none,na
Lat Pulldown,Lunge; Calf Raise; Dumbbell Fly; Hamstring Curl; Leg Press; Triceps Pushdown; Lat Pulldown,press and hamstring curl were too heavy. Overall ok.,none,na
Squat,Overhead Press; Squat; Calf Raise; Leg Extension; Lat Pulldown; Hamstring Curl; Lateral Raise; Leg Press,"Also, leg press failed last set. machine was taken so I couldn't do shoulder press.",none,na
Leg Press,Leg Extension; Leg Press; Pull-Up; Triceps Pushdown; Lunge; Lateral Raise; Romanian Deadlift; Barbell Row,split squat could go heavier could increase load. bad sleep today!,none,na
Deadlift,Leg Press; Hip Thrust; Face Pull; Dumbbell Curl; Deadlift,glute bridge and dumbbell curl felt easy could add weight next time.,none,na
Pull-Up,Triceps Pushdown; Pull-Up; Leg Press; Incline Bench Press; Lateral Raise; Dumbbell Fly; Squat; Face Pull,not recovered today! face pull had tweak in my wrist. squat felt super heavy!,none,na
Barbell Row,Hamstring Curl; Face Pull; Barbell Row; Romanian Deadlift; Squat; Dumbbell Curl; Lunge,on romanian deadlift my technique felt off.,none,na
Hip Thrust,Hip Thrust; Leg Extension; Calf Raise; Lunge; Hamstring Curl; Bench Press,All good.,none,na
Barbell Row,Dumbbell Curl; Hip Thrust; Leg Extension; Dumbbell Fly; Pull-Up; Barbell Row,on barbell row my back rounded.,form,low
Romanian Deadlift,Overhead Press; Lateral Raise; Romanian Deadlift; Barbell Row; Incline Bench Press; Leg Press,overhead press missed reps. romanian deadlift absolutely brutal. barbell row missed reps!,too_heavy,high
Hamstring Curl,Incline Bench Press; Face Pull; Bench Press; Calf Raise; Hamstring Curl,on benchpress my knees caved. Will adjust next time.,none,na
Romanian Deadlift,Dumbbell Curl; Deadlift; Romanian Deadlift; Leg Extension; Leg Press,quad extension and leg press felt easy!,none,na
Dumbbell Fly,Deadlift; Leg Extension; Lat Pulldown; Calf Raise; Lateral Raise; Hamstring Curl; Dumbbell Fly; Triceps Pushdown,felt low energy today.,none,na
Barbell Row,Hip Thrust; Barbell Row; Triceps Pushdown; Leg Press; Face Pull; Romanian Deadlift,bb row felt super heavy.,too_heavy,low
Lateral Raise,Squat; Dumbbell Curl; Overhead Press; Incline Bench Press; Face Pull; Calf Raise; Romanian Deadlift; Lateral Raise,BTW face pull felt easy next time add weight! bad sleep today! curl had to stop early.,none,na
Leg Press,Deadlift; Leg Press; Triceps Pushdown; Hip Thrust; Leg Extension,machine was taken so I couldn't do leg extension.,none,na
Hip Thrust,Hip Thrust; Romanian Deadlift; Calf Raise; Deadlift; Squat; Hamstring Curl,stressful day today. rack was occupied so I couldn't do rdl! machine was taken so I couldn't do pull.,none,na
Squat,Pull-Up; Leg Press; Romanian Deadlift; Squat; Lat Pulldown,BTW back squat and pull-up were too heavy. on rdl my form broke down.,too_heavy,high
Squat,Lateral Raise; Squat; Lunge; Barbell Row; Dumbbell Fly; Dumbbell Curl,BTW lateral raise felt easy next time add weight!,none,na
Triceps Pushdown,Triceps Pushdown; Leg Press; Pull-Up; Lat Pulldown; Incline Bench Press; Squat,tricep pushdown and squat were too heavy!,too_heavy,low
Hip Thrust,Hamstring Curl; Dumbbell Curl; Overhead Press; Leg Press; Hip Thrust,hamstring curl couldn't finish!,none,na
Hamstring Curl,Deadlift; Triceps Pushdown; Face Pull; Lunge; Hamstring Curl; Incline Bench Press; Overhead Press; Dumbbell Curl,bad sleep today.,none,na
Lat Pulldown,Dumbbell Curl; Bench Press; Lat Pulldown; Dumbbell Fly; Hip Thrust; Lateral Raise; Pull-Up; Leg Extension,Note: biceps curl too easy next time add weight!,none,na
Leg Extension,Triceps Pushdown; Dumbbell Fly; Leg Extension; Romanian Deadlift; Pull-Up; Squat; Hamstring Curl; Dumbbell Curl,chinup had aching in my lower back. Overall ok.,none,na
Bench Press,Bench Press; Leg Extension; Triceps Pushdown; Incline Bench Press; Calf Raise; Dumbbell Curl,leg extension couldn't finish.,none,na
Dumbbell Fly,Dumbbell Curl; Hip Thrust; Leg Extension; Dumbbell Fly; Pull-Up; Barbell Row,on barbell row my back rounded.,none,na
Incline Bench Press,Bench Press; Incline Bench Press; Hip Thrust; Deadlift; Romanian Deadlift; Squat; Calf Raise,Everything went fine.,none,na
Pull-Up,Leg Extension; Barbell Row; Hamstring Curl; Lunge; Lat Pulldown; Deadlift; Dumbbell Curl; Pull-Up,Solid session.,none,na
Squat,Leg Press; Deadlift; Barbell Row; Squat; Bench Press; Dumbbell Curl,time crunch so I cut dl. couldn't get a bench so I couldn't do back squat. stressful day today.,equipment,low
Calf Raise,Lunge; Bench Press; Hamstring Curl; Calf Raise; Dumbbell Curl; Face Pull,BTW leg curl and curl were brutal. Need more rest.,none,na
Lateral Raise,Leg Extension; Incline Bench Press; Bench Press; Overhead Press; Lateral Raise; Face Pull; Triceps Pushdown,leg extension and military press felt light.,none,na
Hamstring Curl,Leg Extension; Squat; Hamstring Curl; Deadlift; Lunge; Calf Raise,leg extension was too heavy and I failed the last rep.,none,na
Romanian Deadlift,Leg Press; Romanian Deadlift; Leg Extension; Calf Raise; Incline Bench Press,Everything went fine.,none,na
Leg Extension,Leg Extension; Dumbbell Curl; Leg Press; Hip Thrust; Hamstring Curl; Lat Pulldown; Bench Press; Triceps Pushdown,had to leave early so I cut curl. leg curl couldn't finish.,none,na
Lat Pulldown,Romanian Deadlift; Triceps Pushdown; Deadlift; Squat; Dumbbell Fly; Hip Thrust; Lat Pulldown,hip thrust had hurt in my hip.,none,na
Barbell Row,Dumbbell Curl; Squat; Lunge; Incline Bench Press; Barbell Row; Leg Extension; Overhead Press,Note: stressful day today! squat too easy. Overall ok.,none,na
Lunge,Pull-Up; Leg Extension; Triceps Pushdown; Lunge; Romanian Deadlift; Face Pull,had to leave early so I cut quad extension! time crunch so I cut romanian deadlift. Will adjust next time.,none,na
Triceps Pushdown,Squat; Lat Pulldown; Hamstring Curl; Romanian Deadlift; Triceps Pushdown; Bench Press,had to leave early so I cut back squat. time crunch so I cut tricep pushdown. felt gassed today!,time,high
Hip Thrust,Lateral Raise; Hip Thrust; Hamstring Curl; Overhead Press; Triceps Pushdown,on ohp my knees caved!,none,na
Face Pull,Dumbbell Fly; Overhead Press; Lateral Raise; Triceps Pushdown; Lunge; Dumbbell Curl; Face Pull,biceps curl and tricep pushdown felt too easy.,none,na
Barbell Row,Lateral Raise; Hip Thrust; Incline Bench Press; Bench Press; Leg Press; Barbell Row; Face Pull; Pull-Up,Note: press couldnt finish. Need more rest.,none,na
Barbell Row,Barbell Row; Hip Thrust; Romanian Deadlift; Deadlift; Overhead Press,BTW couldn't get a bench so I couldn't do barbell row.,equipment,medium
Hip Thrust,Incline Bench Press; Deadlift; Leg Press; Hip Thrust; Dumbbell Fly; Calf Raise; Barbell Row,calves was too light could increase load.,none,na
Deadlift,Leg Extension; Deadlift; Barbell Row; Squat; Triceps Pushdown; Overhead Press; Pull-Up; Incline Bench Press,"Also, ohp had to stop early and I failed the last rep.",none,na
Squat,Hip Thrust; Squat; Lateral Raise; Triceps Pushdown; Bench Press; Hamstring Curl,not recovered today.,none,na
Bench Press,Deadlift; Triceps Pushdown; Leg Press; Hamstring Curl; Pull-Up; Lunge; Hip Thrust; Bench Press,hip thrust smoked me.,none,na
Barbell Row,Overhead Press; Bench Press; Hip Thrust; Dumbbell Curl; Barbell Row; Romanian Deadlift; Lat Pulldown; Lunge,BTW couldn't finish accessories so I cut ohp.,none,na
Calf Raise,Squat; Pull-Up; Bench Press; Triceps Pushdown; Lunge; Leg Extension; Calf Raise,on tricep pushdown my technique felt off. calves felt easy could increase load. benchpress couldn't finish!,too_light,low
Romanian Deadlift,Dumbbell Curl; Bench Press; Romanian Deadlift; Pull-Up; Overhead Press; Leg Extension,leg extension and dumbbell curl were too heavy and I couldn't finish all reps.,none,na
Dumbbell Fly,Lat Pulldown; Barbell Row; Leg Extension; Dumbbell Fly; Incline Bench Press; Deadlift; Face Pull; Hamstring Curl,pulldown had felt tight in my elbow!,none,na
Dumbbell Fly,Deadlift; Leg Extension; Leg Press; Calf Raise; Dumbbell Fly,quad extension and press felt too easy.,none,na
Pull-Up,Face Pull; Incline Bench Press; Deadlift; Overhead Press; Pull-Up; Lateral Raise; Triceps Pushdown; Leg Extension,ohp and quad extension felt too easy.,none,na
Face Pull,Deadlift; Face Pull; Leg Extension; Overhead Press; Lat Pulldown; Hip Thrust,stressful day today. tbh,none,na
Squat,Lateral Raise; Deadlift; Leg Extension; Squat; Pull-Up; Triceps Pushdown; Dumbbell Curl,not recovered today. Will adjust next time.,none,na
